PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,latin,category_group
-0.7435329129177378,0.22231792890643406,0.5857969418763487,-0.14268045989514333,0.32413564226512565,-0.4896842807292044,-0.4998846670409421,0.3425633789432116,0.4190828918303122,-0.391949924589593,Aeschynanthus lobianus,Wisząca
-0.6449351226946364,0.02239832163166823,0.13303982524085833,0.35554815527432193,0.3767561146767056,1.4921893655161111,-0.3025345110457559,-0.009209527370258833,0.05605686380778588,-0.3014254413292934,Adiantum raddianum,Paproć / roślina zielona
-0.7167105008840023,-0.13102939051591425,0.24748681368449912,-0.864757405595185,0.3933330596606506,-0.0801056612775965,-0.295687729925109,-0.2662649296771022,-0.6940466800731288,0.21854792672809548,Aechmea fatsiata,Roślina kwitnąca
4.2918794606707165,0.9158411812314229,-0.18468396804878623,-0.12031189721141755,0.32767610823924553,-0.1826672835667677,0.38727099915404756,0.051945717837170266,-0.06407734645899998,0.17691972557264535,Agave angustilolia Marginata,Sukulent / kaktus
-0.7167105008840023,-0.13102939051591425,0.24748681368449912,-0.864757405595185,0.3933330596606506,-0.0801056612775965,-0.295687729925109,-0.2662649296771022,-0.6940466800731288,0.21854792672809548,Aechmea ramosa,Roślina kwitnąca
-0.7167105008840023,-0.13102939051591425,0.24748681368449912,-0.864757405595185,0.3933330596606506,-0.0801056612775965,-0.295687729925109,-0.2662649296771022,-0.6940466800731288,0.21854792672809548,Aechmea fasciata,Roślina kwitnąca
4.2918794606707165,0.9158411812314229,-0.18468396804878623,-0.12031189721141755,0.32767610823924553,-0.1826672835667677,0.38727099915404756,0.051945717837170266,-0.06407734645899998,0.17691972557264535,Agave filifera,Sukulent / kaktus
-0.6449351226946364,0.02239832163166823,0.13303982524085833,0.35554815527432193,0.3767561146767056,1.4921893655161111,-0.3025345110457559,-0.009209527370258833,0.05605686380778588,-0.3014254413292934,Adiantum hispidulum,Paproć / roślina zielona
4.2918794606707165,0.9158411812314229,-0.18468396804878623,-0.12031189721141755,0.32767610823924553,-0.1826672835667677,0.38727099915404756,0.051945717837170266,-0.06407734645899998,0.17691972557264535,Agave attenuata,Sukulent / kaktus
-0.7816267022109414,0.07958118196458777,0.7689849592156064,-0.33741453524590015,0.11341812080047989,-0.05902676373903226,0.8103424828970411,0.10006204156920552,0.55044596193311,-0.09724611150893048,Aglaonema,Paproć / roślina zielona
